The Golden Touch (short subject – 1935)
On Ice (short subject -1935)
Elmer Elephant (short subject – 1936)
Snow White and the Seven Dwarfs (1937)
Sea Scouts (short subject – 1939)
Pinocchio (1940)
Fantasia (1940)
Donald’s Dog Laundry (short subject -1940)
The Reluctant Dragon (1941)
Dumbo (1941)
Bambi (1942)
How to Play Baseball (short subject – 1942)
Saludos Amigos (1943)
How to Play Football (short subject – 1944)
The Three Caballeros (1945
Double Dribble (short subject – 1946)
Fun and Fancy Free (1947)
Melody Time (1948)
The Adventures of Ichabod and Mr. Toad (1949)
All in a Nutshell (short subject – 1949)
Cinderella (1950)
Alice in Wonderland (1951)
Out of Scale (short subject – 1951)
Lambert the Sheepish Lion (short subject – 1952)
Trick or Treat (short subject – 1952)
Peter Pan (1953)
The New Neighbor (short subject – 1953)
Don’s Fountain of Youth (short subject – 1953)
Dragon Around (short subject – 1954)
Lady and the Tramp (1955)
The Liberty Story (short subject – 1957)
Sleeping Beauty (1959)
101 Dalmatians (1961)
The Sword in the Stone (1963)
The Jungle Book (1967)
The Aristocats (1970)
Robin Hood (1973)
The Rescuers (1977)
The Small One (short subject – 1978)
The Fox and the Hound (1981)
The Black Cauldron (1985)
The Great Mouse Detective (1986)
Oliver & Company (1988)
The Little Mermaid (1989)
Ducktales: The Movie, Treasure of the Lost Lamp (1990)
The Rescuers Down Under (1990)
Beauty and the Beast (1991)
Aladdin (1992)
The Nightmare Before Christmas (1993)
Thumbelina (1994)
Alladin The Return of Jafar (1994)
The Lion King (1994)
A Goofy Movie (1995)
Pocahontas (1995)
James and the Giant Peach (1996)
The Hunchback of Notre Dame (1996)
Aladdin and the King of Thieves (1996)
The Brave Little Toaster to the Rescue (1997)
Hercules (1997)
Pooh’s Grand Adventure: The Search for Christopher Robin (1997)
Beauty and the Beast: The Enchanted Christmas (1997)
Belle’s Magical World (1998)
The Brave Little Toaster Goes to Mars (1998)
Pocahontas II: Journey to a New World (1998)
The Lion King II: Simba’s Pride (1998)
Doug’s 1st Movie (1999)
Tarzan (1999)
Mickey’s Once Upon a Christmas (1999)
Fantasia 2000 (2000)
The Tigger Movie (2000)
An Extremely Goofy Movie (2000)
Dinosaur (2000)
The Little Mermaid II: Return to the Sea (2000)
The Emperor’s New Groove (2000)
Recess: School’s Out (2001)
Lady and the Tramp II: Scamp’s Adventure (2001)
Atlantis: The Lost Empire (2001)
Return to Never Land (2002)
Cinderella II: Dreams Come True (2002)
The Hunchback of Notre Dame II (2002)
Lilo & Stitch (2002)
Ice Age (2002)
Tarzan & Jane (2002)
Winnie the Pooh: A Very Merry Pooh Year (2002)
Treasure Planet (2002)
101 Dalmatians II: Patch’s London Adventure (2003)
The Jungle Book 2 (2003)
Piglet’s Big Movie (2003)
Atlantis: Milo’s Return (2003)
Stitch! The Movie (2003)
Brother Bear (2003)
Recess: All Growed Down (2003)
Recess: Taking the 5th Grade (2003)
Destino (short subject – 2003)
Teacher’s Pet (2004)
The Lion King 1½ (2004)
Winnie the Pooh: Springtime With Roo (2004)
Home on the Range (2004)
Mickey, Donald, Goofy: The Three Musketeers (2004)
Mickey’s Twice Upon a Christmas (2004)
Mulan II (2005)
Tarzan II (2005)
Pooh’s Heffalump Movie (2005)
Kim Possible Movie: So the Drama (2005)
Valiant (2005)
The Proud Family Movie (2005)
Lilo & Stitch 2: Stitch Has a Glitch (2005)
Chicken Little (2005)
Kronk’s New Groove (2005)
The Emperor’s New School (2006)
Bambi II (2006)
The Wild (2006)
Leroy & Stitch (2006)
Brother Bear 2 (2006)
Ice Age: The Meltdown (2006)
The Fox and the Hound 2 (2006)
Everyone’s Hero (2006)
Cinderella III: A Twist in Time (2007)
Meet the Robinsons (2007)
The Secret of the Magic Gourd (2007)
The Little Mermaid: Ariel’s Beginning (2008)
Tinker Bell (2008)
Bolt (2008)
Dr. Seuss’ Horton Hears a Who! (2008)
Tinker Bell and the Lost Treasure (2009)
Ice Age: Dawn of the Dinosaurs (2009)
The Princess and the Frog (2009)
G-Force (2009)
Tangled (2010)
Tinker Bell and the Great Fairy Rescue (2010)
Winnie the Pooh (2011)
Phineas and Ferb the Movie: Across the 2nd Dimension (2011)
Mars Needs Moms (2011)
Rio (2011)
Gnomeo & Juliet (2011)
Spooky Buddies (2011)
Captain Sparky vs the Flying Saucers (short subject – 2012)
Secret of the Wings (2012)
Ice Age: Continental Drift (2012)
Wreck-It Ralph (2012)
Frozen (2013)
Planes (2013)
Epic (2013)
Big Hero 6 (2014)
The Fault in Our Stars (2014)
Tinker Bell and the Legend of the Neverbeast (2014)
Planes: Fire and Rescue (2014)
The Book of Life (2014)
Tinker Bell and the Pirate Fairy (2014)
Strange Magic (2015)
The Peanuts Movie (2015)
Moana (2016)
Zootopia (2016)
Ice Age: Collision Course (2016)
Ice Age: The Great Egg-Scapade (2016)
Tangled: Before Ever After (2017)
Ferdinand (2017)
Ralph Breaks The Internet (2018)
Isle of Dogs (2018)
Frozen 2 (2019)
Disney: From Our Family To Yours (short subject – 2020)
Miraculous World New York United Heroez (2020)
Us Again (Short subject – 2021)
Miraculous World: Shanghai, The Legend Of Ladydragon (2021)
Encanto (2021)
Strange World (2022)
