Lady and the Tramp (2019 version)
Noelle
One Day at Disney
Togo
Timmy Failure
Stargirl
Artemis Fowl
Hamilton
Black is King
Howard
Magic Camp
The One and Only Ivan
Phineas and Ferb The Movie: Candace Saves The Universe
Mulan
The Secret Society of Second-Born Royals
Clouds
Taylor Swift: Folklore
Black Beauty (2020)
Safety
Soul
Flora & Ulysses
Raya and the Last Dragon
Own the Room
Secrets of the Whales
Cruella
Luca
Wolfgang
Black Widow
Jungle Cruise
Happier than Ever: A Love Letter to Los Angeles
Fauci
Home Sweet Home Alone
Diary of a Whimpy Kid
The Ice Age Adventures of Buck Wild
Turning Red
Better Nate Than Ever
Chip and Dale: Rescue Rangers
Rise
Hollywood Stargirl
Trevor
Zombies 3
Pinocchio
Hocus Pocus 2
Disenchanted
Diary Of A Wimpy Kid – Rodrick Rules
Night at the Museum: Kahmunrah Rises Again
